B1_DESC,B1_DESC_2,Equivalencia,Cantidad,Cantidad Comprobantes,Cant Clientes,80/20,Meses Vendidos,Peso,Ancho,Largo,Alto,Clasificacion CD
ROD15SKF5,FRB 15/250,1978350,17,7,4,0.000008331008961562944,5,0.4214,252,252,17,CD1
ROD5SKF14,FRB 5/250,1978400,4,1,1,0.0000011241215428845099,1,0.1523,252,252,7,OO9
ROD16SKF5,FRB 16.5/270,1978450,24,11,4,0.00001817949513418513,10,0.504,272,272,19,CD1
ROD5SKF15,FRB 5/270,1978550,10,5,4,0.0000035766871842071903,5,0.1547,272,272,7,CD2
ROD17SKF6,FRB 17/290,1978600,4,2,1,0.0000022902890538336336,2,0.5627,292,292,19,CD9
ROD36SKF8,SR-36-30,1978680,4,1,1,0.0000025154608497499126,1,0.5,10,320,320,CD9
ROD15SKF33,PNA 15/32,1978810,4,3,1,0.000004481196728605453,1,0.0675,33,47,47,OO9
ROD148SKF,TER 148,1978940,4,1,1,0.0001000694039937809,1,2.6309,70,241,241,BD9
ROD223SKF,LER 223,1978970,1,1,1,0.000018973851192000896,1,,,,,CD9
ROD234SKF,LER 234,1978972,1,1,1,0.000023549216989577508,1,,,,,CD9
ROD30SKF75,RPNA 30/47,1979250,2,1,1,0.0000036402773673131767,1,0.135,29,65,67,OO9
ROD4900SKF3,RNA 4900,1979450,20,1,1,0.0000032823654077548932,1,0.019,15,49,49,CD9
ROD4902SKF3,RNA 4902,1979650,0,4,2,0.0000023076634208024822,4,0.024,15,49,49,CD9
ROD4902SKF4,RNA 4902.2RS,1979700,4,2,1,0.000002747234905114354,2,0.0245,15,49,49,OO9
ROD4903SKF3,RNA 4903,1979750,9,7,3,0.000006340948968951016,6,0.0252,15,49,49,CD1
ROD4904SKF3,RNA 4904,1979850,18,8,6,0.00001162345150215977,6,0.0606,17,37,37,CD2
ROD4904SKF2,NA 4904.2RS,1979900,21,6,5,0.000026003520067597072,6,0.0835,33,47,47,CD1
ROD4905SKF3,RNA 4905,1979950,3,2,2,0.000001980330347109373,2,0.064,15,42,42,CD9
ROD4905SKF4,RNA 4905.2RS,1980000,4,1,1,0.000004653550448936432,1,0.067,23,45,47,CD9
ROD4906SKF3,RNA 4906,1980050,8,2,2,0.000008892548501996134,2,0.0755,23,55,57,CD2
ROD4908SKF3,RNA 4908,1980250,1,1,1,0.0000016088663813153881,1,0.1455,29,65,67,OO9
ROD4910SKF4,RNA 4910.2RS,1980500,4,1,1,0.0000032472691864778194,1,0.1826,30,84,86,OO9
ROD6902SKF2,RNA 6902,1982200,32,7,3,0.00002152197585165224,6,0.0455,33,47,47,CD2
ROD6903SKF2,RNA 6903,1982250,3,3,1,0.000002314613167590022,2,0.0475,33,47,47,CD9
ROD2200SKF3,NA 2200.2RS,1983610,9,1,1,0.00001467786521528337,1,0.0655,33,47,47,CD9
ROD4900SKF,NA 4900,1984000,8,1,1,0.0000027931032339121145,1,0.026,15,49,49,OO9
ROD4901SKF,NA 4901,1984010,14,9,4,0.000005880528244276526,5,0.029,15,49,49,CD2
ROD4901SKF2,NA 4901.2RS,1984010,2,1,1,0.0000021596338142278913,1,0.0335,33,47,47,CD9
ROD4902SKF,NA 4902,1984020,24,7,3,0.000010403423453607215,6,0.037,15,49,49,CD9
ROD4903SKF,NA 4903,1984030,11,7,6,0.000009672310091558064,6,0.04,15,49,49,CD1
ROD4904SKF,NA 4904,1984040,66,24,17,0.000057109891713945005,16,0.0805,33,47,47,CC1
ROD4905SKF,NA 4905,1984060,62,36,22,0.000059445701609237014,22,0.0935,33,47,47,CC1
ROD4905SKF2,NA 4905.2RS,1984060,18,5,4,0.000023249682903034557,5,0.0977,33,47,47,CD2
ROD4906SKF,NA 4906,1984090,13,9,6,0.000014888095055606438,6,0.1048,23,55,57,CD1
ROD4906SKF2,NA 4906.2RS,1984090,3,2,2,0.000005686630308904175,2,0.112,26,55,57,CD9
ROD4907SKF,NA 4907,1985010,71,25,10,0.00009973720609733649,16,0.1755,29,65,67,BC1
ROD4908SKF,NA 4908,1985020,30,11,5,0.00004207272458974584,9,0.2355,29,65,67,CC1
ROD4908SKF2,NA 4908.2RS,1985020,35,6,4,0.00006059101987982353,6,0.261,34,76,78,CD9
ROD4910SKF,NA 4910,1985040,8,4,3,0.000015199791199027582,3,0.2944,28,76,78,CD2
ROD4912SKF,NA 4912,1985060,5,3,2,0.000011004924038068757,3,0.447,32,94,96,CD9
ROD4913SKF,NA 4913,1985070,16,7,2,0.000030096920925457818,5,0.477,32,94,96,OO9
ROD4914SKF,NA 4914,1985080,5,3,2,0.000019361647062745598,2,0.754,34,104,106,CD9
ROD4915SKF,NA 4915,1985090,5,3,1,0.000022339266073866885,2,0.794,34,114,116,CD9
ROD4916SKF,NA 4916,1985100,3,1,1,0.000010680718350430041,1,0.8392,34,114,116,OO9
ROD4917SKF,NA 4917,1985112,2,1,1,0.000014687247373446548,1,1.29,39,124,126,CD9
ROD4920SKF,NA 4920,1985140,21,5,2,0.00013071813481416934,3,2.0843,168,168,63,BD2
ROD6903SKF,NA 6903,1985320,13,6,5,0.000010223425011809944,5,0.0775,33,47,47,CD1
ROD6905SKF,NA 6905,1985350,10,8,6,0.0000170512037432281,8,0.171,40,58,58,CD1
ROD6906SKF,NA 6906,1985370,2,2,2,0.0000042577623693860584,2,0.195,38,55,57,CD2
ROD6907SKF,NA 6907,1985390,24,11,2,0.000049792503321344706,8,0.322,39,65,67,CC1
ROD6908SKF,NA 6908,1985400,11,5,4,0.00003196744527332407,5,0.452,49,76,78,CD1
ROD6910SKF,NA 6910,1985420,2,4,3,0.000006964688743132684,3,0.537,49,76,78,CD9
ROD6911SKF,NA 6911,1985430,9,7,3,0.00003888070589022896,5,0.7946,98,98,50,CD2
ROD6915SKF,NA 6915,1985470,2,1,1,0.00001470079937968225,1,1.4638,144,144,53,CD9
ROD6917SKF,NA 6917,1985490,4,4,1,0.00004050625166383445,4,2.3498,68,124,126,BD2
ROD6919SKF,NA 6919,1985510,4,1,1,0.00004742646202752688,1,2.604,65,136,136,OO9
ROD20SKF53,NKIS 20,1985550,4,2,2,0.000006215853526775306,2,0.1345,33,47,47,CD9
ROD25SKF58,NKIS 25,1985560,53,20,8,0.00011267207481830499,13,0.175,26,55,57,BC1
ROD30SKF68,NKIS 30,1985570,9,11,8,0.00001996210518518901,8,0.1895,29,65,67,CD1
ROD35SKF47,NKIS 35,1985580,29,11,7,0.000055172302309579,10,0.2255,29,65,67,BC1
ROD40SKF55,NKIS 40,1985590,1,1,1,0.0000032813229457367627,1,0.2875,28,76,78,OO9
ROD50SKF35,NKIS 50,1985610,2,1,1,0.0000034849505266116696,1,0.541,37,94,96,CD9
ROD15SKF13,IR 15X20X23,2008650,2,1,1,3.1968835222681576E-7,1,0.0295,33,47,47,CD9
ROD20SKF43,LR 20X25X12.5,2009440,1,1,1,4.437413323843954E-7,1,0.019,12,25,25,CD9
ROD20SKF23,IR 20X25X18,2009550,4,2,2,0.000001360760421000229,2,,,,,CD2
ROD25SKF31,IR 25X30X32,2010700,68,9,1,0.0000328361636217665,4,0.0585,33,47,47,OO9
ROD30SKF30,IR 30X35X17,2011150,2,4,2,6.647432802281508E-7,3,0.0375,33,47,47,CD2
ROD32SKF6,IR 32X37X30,2011700,2,1,1,8.617686016548948E-7,1,0.071,40,54,54,CD9
ROD40SKF22,IR 40X45X17,2012600,18,1,1,0.0000044461005073283785,1,0.0506,23,55,57,OO9
ROD40SKF23,IR 40X45X20,2012650,76,20,10,0.0000336617935401262,16,0.058,26,55,57,CC1
ROD45SKF15,IR 45X50X25,2013250,18,8,4,0.00000950169380792397,7,0.08,38,55,57,CD1
ROD50SKF19,IR 50X55X35,2013800,2,1,1,0.000001042462018130921,1,0.124,39,65,67,CD9
ROD1226SKF2,AXK 1226,2018050,22,17,5,0.0000028323693032617123,14,0.036,19,50,52,CC1
ROD1226SKF,AS 1226,2018100,16,8,2,5.900335022621014E-7,7,0.033,19,50,52,CD1
ROD1528SKF2,AXK 1528,2018200,28,13,6,0.0000029581597201161777,9,0.04,10,50,50,CC1
ROD1528SKF,AS 1528,2018250,15,9,4,4.336641995424632E-7,8,0.0355,11,70,70,CC1
ROD1730SKF3,AXK 1730,2018350,1,1,1,1.5636930271963816E-7,1,0.007,15,49,49,OO9
ROD1730SKF2,AS 1730,2018400,2,1,1,7.366731594791843E-8,1,,,,,OO9
ROD2035SKF2,AXK 2035,2018500,32,15,9,0.000004097918193272651,10,0.0606,26,55,57,CC1
ROD2035SKF,AS 2035,2018550,44,8,5,0.0000013291390731169245,7,0.052,11,70,70,CD1
ROD2542SKF2,AXK 2542,2018700,27,13,10,0.000004233090768290294,10,0.075,26,55,57,CD1
ROD2542SKF,AS 2542,2018750,36,10,8,0.0000015140023376654745,8,0.07,11,70,70,CD1
ROD3047SKF2,AXK 3047,2018950,26,18,10,0.000004065254383371216,13,0.088,26,82,57,CC1
ROD3047SKF,AS 3047,2019000,37,15,7,0.000001864269575757464,12,0.0786,12,60,60,CC1
ROD3552SKF2,AXK 3552,2019100,12,6,5,0.000001853497468236778,6,0.0143,15,67,67,CD1
ROD3552SKF,AS 3552,2019150,10,3,3,4.1976470596738417E-7,3,0.091,10,55,55,CD2
ROD4060SKF2,AXK 4060,2019250,15,9,7,0.0000031016719912788674,9,0.0179,3,60,60,CD1
ROD4060SKF,AS 4060,2019300,19,6,6,0.0000012853556683554255,6,0.013,3,70,70,CD2
ROD4060SKF3,LS 4060,2019350,4,2,1,0.000001544233736191271,2,0.0421,4,60,60,CD9
ROD4565SKF2,AXK 4565,2019400,6,3,3,0.0000010737358786748486,3,0.0217,3,65,65,CD2
ROD5070SKF2,AXK 5070,2019550,9,6,5,0.0000025133759257136513,4,0.0225,3,70,70,CD2
ROD6085SKF2,AXK 6085,2019900,2,1,1,7.655146086474731E-7,1,0.0382,3,85,85,OO9
ROD40SKF2,AXW 40,2035400,12,1,1,0.000003395993767731164,1,0.0477,10,63,63,OO9
ROD17SKF32,PWTR 17.2RS,2099800,9,1,1,0.00002430117959198928,1,0.157,40,58,58,OO9
ROD5901SKF,NKIA 5901,2100000,11,4,3,0.000011213068954355564,3,0.0373,33,47,47,CD2
ROD5902SKF,NKIA 5902,2100050,6,3,2,0.0000040061815356771295,3,0.056,35,46,46,CD2
ROD5904SKF,NKIA 5904,2100150,16,2,1,0.000011420866383302995,1,0.1085,33,47,47,OO9
ROD5906SKF,NKIA 5906,2100250,3,2,2,0.0000057811468652147115,2,0.149,38,55,57,CD9
ROD5903SKF2,NKIB 5903,2100800,126,18,6,0.00017435594238046908,13,0.0613,33,47,47,BC1
ROD5904SKF2,NKIB 5904,2100850,111,15,4,0.00019295415975860346,10,0.115,40,54,54,AC1
ROD5905SKF2,NKIB 5905,2100950,23,11,3,0.00004350645735201525,7,0.1363,40,58,58,BC1
ROD5906SKF2,NKIB 5906,2101000,37,13,5,0.0000826724503478727,10,0.152,38,55,57,BC1
ROD30SKF70,NKX 30,2102300,35,13,3,0.00004837371251466851,8,0.15,38,55,57,CD2
ROD20SKF55,NKX 20 Z,2102900,7,2,1,0.000012860158943002422,2,0.092,35,46,46,CD9
ROD25SKF60,NKX 25 Z,2102950,5,2,2,0.000010373539542420795,1,0.1371,38,55,57,CD2
ROD30SKF71,NKX 30 Z,2103000,1,1,1,0.0000036395823926344225,1,0.1517,38,55,57,CD9
ROD40SKF57,NKX 40 Z,2103100,6,1,1,0.000011060174525029696,1,0.233,39,65,67,OO9
ROD40SKF58,NKXR 40 Z,2103120,2,1,1,0.000007740627971961466,1,0.227,39,65,67,CD9
ROD50SKF38,NKXR 50 Z,2103150,8,2,2,0.000060568433202764026,2,0.304,39,76,78,CD9
ROD170SKF2,COP.01B170MEX,2104330,2,4,1,0.000282287247427654,2,20.53,1000,1000,1000,AD9
COR055SKF,055S127,2400000,2,2,2,7.255535646191212E-7,2,0.08,190,237,37,CD9
COR065SKF,065SHP+127H,2400050,2,2,2,9.576751073229395E-7,1,0.027,190,233,38,OO9
COR069SKF,069SX190,2400100,23,19,15,0.000010988939620457417,12,0.1,190,237,37,CC1
COR070SKF,070SP160H,2400150,3,3,2,0.0000010111881575869935,2,0.05,190,233,38,CD9
COR93011SKF,VKMT 93011-1,2400150,4,3,3,0.000001587322166274016,3,0.119,51,146,339,CD2
COR077SKF,077SHX200,2400200,7,7,6,0.0000038397351001155596,4,0.074,190,233,38,CD2
COR078SKF,078SP+220H,2400250,2,2,2,0.0000012554717571690062,2,0.069,190,233,38,CD9
COR083SKF,083SHX190H,2400300,1,1,1,4.611156993532441E-7,1,,,,,OO9
COR95010SKF,VKMT 95010-2,2400300,13,5,4,0.000005722074017520626,5,0.152,51,146,339,CD2
COR085SKF,085SHDN220H,2400400,181,122,50,0.00006759740710368144,36,0.14,190,237,38,CB1
COR085SKF2,085SHDN230H,2400450,1,1,1,4.951694586121876E-7,1,0.15,190,235,38,CD9
COR087SKF,087SP170H,2400550,19,17,11,0.000008006455786584852,14,0.12,190,237,37,CC1
COR089SKF,089S190,2400650,0,2,1,1.0424620181308988E-9,1,0.12,190,237,37,OO9
COR089SKF2,089SP190H,2400700,5,4,4,0.0000032799329963792547,4,0.14,190,237,38,CD2
COR089SKF3,089SP+250H,2400720,43,34,17,0.000049103783414699534,17,0.14,190,237,38,CC1
COR6503SKF,VKMT 06503,2400720,8,8,5,0.000006047322167177473,7,0.159,141,330,46,CC1
COR090SKF,090S190/1,2400750,6,6,4,0.000002460557850128351,5,0.12,190,237,37,CD2
COR091SKF3,091SP+200H,2400850,29,25,20,0.000016626921701848816,17,0.073,190,233,38,CC1
COR091SKF2,091SP190H,2400900,2,2,2,0.0000013190619402749922,2,0.14,190,237,38,CD9
COR092SKF,092SHX190H,2401000,0,2,1,1.2405298015757956E-7,2,0.084,190,233,38,CD9
COR092SKF2,092SP220H,2401050,17,14,8,0.00001160850954656656,11,0.091,190,233,38,CC1
COR093SKF,093S190,2401100,1,1,1,2.734725360896783E-7,1,0.12,190,237,38,CD9
COR093SKF2,093SP+254H,2401150,2,2,2,0.000001865659525114972,2,0.106,190,237,38,CD2
COR094SKF,094SX190,2401250,3,3,2,0.000001348945851461412,3,0.076,190,233,38,CD9
COR095SKF,095SP170H,2401450,33,27,18,0.000014647633816757571,17,0.12,190,237,37,CC1
COR095SKF3,095SP190H,2401452,1,1,1,7.648196339687192E-7,1,0.12,190,237,38,OO9
COR095SKF4,095SP+234H,2401460,261,165,71,0.00017040014650900162,36,0.12,190,237,38,BB1
COR096SKF,096SP170H,2401500,236,161,69,0.00010290941801850886,36,0.073,190,233,38,BB1
COR097SKF,097SP190,2401540,2,2,2,2.894569537010191E-7,2,0.079,190,237,38,CD2
COR097SKF4,097SP250H,2401570,351,206,93,0.0002647832676812177,36,0.18,,,,AB1
COR097SKF5,097SP254,2401580,20,11,7,0.000008387649397881392,11,0.079,190,237,38,CC1
COR097SKF2,097SX190,2401600,3,5,4,0.0000014552769773107659,4,0.079,190,237,38,CD9
COR099SKF,099S150,2401700,24,24,17,0.0000058843506050096725,14,0.11,190,237,37,CC1
COR099SKF2,099SHP+190H,2401750,77,63,36,0.000050242151938498496,31,0.122,190,233,38,CB1
COR101SKF,101SP170H,2401850,35,35,20,0.000016453178032160327,20,0.13,190,237,37,CC1
COR101SKF2,101SP300H,2401900,5,4,4,0.000005186248540201333,4,0.136,190,237,38,CD2
COR94616SKF,VKMT 94616,2401900,2,2,2,0.0000022628375540228528,2,0.212,51,146,339,CD2
COR102SKF2,102SP250,2401930,1,1,1,8.7149824715745E-7,1,,,,,OO9
COR91713SKF,VKMT 91713,2401930,21,18,9,0.000014873848074691983,14,0.189,51,146,339,CC1
COR103SKF,103SP254H,2401950,11,10,7,0.00000901590650747496,8,0.118,190,233,38,CD1
COR104SKF3,104SP170H,2402000,289,180,69,0.00011627829842635921,35,0.08,190,233,38,BB1
COR104SKF,104SP170H1,2402000,195,130,55,0.00011125015662557439,34,0.08,190,237,38,BB1
COR104SKF4,104SP240H,2402050,10,10,9,0.00000802730502694747,10,0.112,190,233,38,CD1
COR104SKF2,104SX150,2402100,2,1,1,7.116540710440422E-7,1,0.066,190,233,38,OO9
COR105SKF2,105SP220H,2402180,1,1,1,6.706505649975593E-7,1,0.13,190,237,38,CD9
COR106SKF,106S190,2402200,1,1,1,3.127386054392763E-7,1,0.13,190,237,38,OO9
COR106SKF2,106SP240H,2402250,2,4,3,0.0000017780927155919745,4,0.114,190,233,38,CD2
COR107SKF3,107SHP+254H,2402400,11,11,10,0.000005889215427760951,10,0.09,190,233,38,CC1
COR102SKF,102SP+254H,2402410,0,2,2,3.440124659832034E-8,2,,,,,CD9
COR108SKF2,108SP170H,2402450,39,27,17,0.00001579017218862906,20,0.13,190,237,38,CC1
COR10SKF40,10A0545C,2402500,269,135,48,0.00002505140475770416,35,0.06,79,235,9,CB1
COR109SKF,109SHP+250H,2402530,15,13,12,0.000009715051034301431,9,0.104,190,237,38,CC1
COR109SKF2,109SP220H,2402540,1,1,1,5.750915466688915E-7,1,0.104,190,237,38,CD9
COR10SKF41,10A0585C,2402550,99,56,29,0.00000920876198082918,30,0.042,10,79,295,CB1
COR10SKF42,10A0595C,2402600,165,84,37,0.000015375619792752326,33,0.058,80,260,10,CB1
COR10SKF43,10A0615C,2402650,44,25,20,0.000004221971173430231,15,0.044,190,215,10,CC1
COR10SKF44,10A0625C,2402700,74,41,24,0.000007212447216108468,24,0.058,190,215,10,CC1
COR10SKF45,10A0650C,2402730,71,29,17,0.00000653449941698399,23,0.06,190,215,10,CC1
COR10SKF46,10A0655C,2402750,32,19,15,0.000003034954422118489,12,0.062,190,215,10,CC1
COR10SKF47,10A0665C,2402800,110,55,21,0.000010539291003303611,30,0.062,79,295,10,CB1
COR10SKF48,10A0675C,2402850,83,39,21,0.000008324406702114784,25,0.048,190,215,10,CC1
COR10SKF49,10A0685C,2402900,160,85,30,0.00001607441683223943,33,0.06,75,300,10,CB1
COR10SKF50,10A0690C,2402950,79,49,31,0.000008275758474602006,27,0.06,80,300,10,CC1
COR10SKF51,10A0700C,2403000,65,34,22,0.000006542144138450285,19,0.06,79,305,10,CC1
COR10SKF52,10A0710C,2403050,152,74,35,0.000015430175305034516,33,0.07,80,310,10,CB1
COR10SKF53,10A0725C,2403080,79,50,28,0.000008763630699087278,30,0.064,2,33,8,CB1
COR10SKF54,10A0730C,2403100,396,177,53,0.000042049095450668206,36,0.07,80,320,10,CB1
COR10SKF55,10A0735C,2403120,53,39,13,0.000004361313596520397,23,0.064,2,33,8,CC1
COR10SKF56,10A0740C,2403150,95,51,28,0.000010706779900883316,28,0.07,80,325,9,CC1
COR10SKF57,10A0750C,2403200,120,59,25,0.000013350463578863332,30,0.06,79,330,10,CB1
COR10SKF58,10A0760C,2403250,132,70,34,0.00001467578029124711,30,0.06,79,330,10,CB1
COR10SKF59,10A0765C,2403270,5,3,2,5.82041293456431E-7,2,0.07,79,335,10,OO9
COR10SKF60,10A0770C,2403300,49,29,24,0.000005632769771300744,21,0.07,79,335,10,CC1
COR10SKF61,10A0785C,2403350,86,47,31,0.000009453045580411198,24,0.07,79,350,10,CB1
COR10SKF62,10A0790C,2403380,49,31,20,0.000005720684068163117,23,0.068,2,36,8,CC1
COR10SKF63,10A0795C,2403400,27,18,13,0.0000034029435145187036,11,0.07,80,360,10,CD1
COR10SKF64,10A0800C,2403440,60,39,19,0.000006974418388635238,25,0.07,80,360,10,CC1
COR10SKF65,10A0810C,2403450,30,21,15,0.000003413368134700012,15,0.07,80,360,10,CC1
COR10SKF66,10A0815C,2403470,144,34,6,0.000015471526298420377,24,0.07,80,364,10,CC1
COR10SKF67,10A0825C,2403490,45,20,15,0.00000483528632743059,13,0.076,2,37,10,CC1
COR10SKF68,10A0830C,2403500,74,37,25,0.000008785522401468026,21,0.07,80,364,10,CC1
COR10SKF69,10A0835C,2403550,12,8,5,0.0000013492933388007889,7,0.059,180,230,12,CD1
COR10SKF70,10A0840C,2403600,252,119,44,0.000029915185046963664,35,0.072,79,365,10,CB1
COR10SKF71,10A0850C,2403650,280,133,44,0.00003252377250366661,35,0.074,180,230,12,CB1
COR10SKF72,10A0860C,2403700,495,212,62,0.000058091195960345596,36,0.078,80,378,10,CB1
COR10SKF73,10A0865C,2403720,60,39,17,0.000007295149202880186,21,0.076,80,378,10,CC1
COR10SKF74,10A0875C,2403750,187,108,34,0.000021922628753953888,35,0.062,180,230,12,CB1
COR10SKF75,10A0880C,2403800,53,27,20,0.0000062016065458608484,21,0.07,80,395,10,CC1
COR10SKF76,10A0888C,2403850,107,42,19,0.00001282019789897407,26,0.063,180,230,12,CC1
COR10SKF77,10A0895C,2403900,47,24,15,0.000005921184262983632,18,0.08,80,400,10,CC1
COR10SKF78,10A0900C,2403950,327,155,54,0.00003954718660715399,36,0.074,180,230,12,CB1
COR10SKF79,10A0910C,2404000,264,115,33,0.00003262176393337092,34,0.09,80,410,10,CB1
COR10SKF80,10A0913C,2404050,92,52,28,0.000011508085705486615,29,0.078,180,230,12,CC1
COR10SKF81,10A0925C,2404100,214,112,41,0.00002694034593455739,36,0.08,180,230,12,CB1
COR10SKF82,10A0930C,2404120,109,50,24,0.000013682313987968335,30,0.082,80,420,10,CB1
COR10SKF83,10A0935C,2404150,51,24,14,0.0000060539244266256355,15,0.08,180,230,12,CC1
COR10SKF84,10A0940C,2404200,171,73,34,0.0000214048726182822,33,0.067,180,230,12,CB1
COR13SKF89,13A0945C,2404240,5,6,4,8.513439814735855E-7,4,0.13,180,230,13,CD1
COR10SKF85,10A0950C,2404250,420,198,67,0.000053011278545993594,36,0.082,80,420,10,CB1
COR10SKF86,10A0960C,2404300,145,79,26,0.000018401539544047026,31,0.068,180,230,12,CB1
COR10SKF87,10A0970C,2404350,81,44,23,0.00001061747565466343,26,0.09,79,430,10,CC1
COR10SKF88,10A0975C,2404360,23,16,11,0.0000027138761205341646,11,0.084,2,93,10,CC1
COR10SKF89,10A0980C,2404370,33,21,13,0.000003980467472563234,16,0.09,79,430,10,CC1
COR10SKF90,10A0985C,2404400,34,21,16,0.000004534014804190753,14,0.07,180,230,12,CD1
COR10SKF91,10A0990C,2404410,2,1,1,1.942454227117283E-7,1,0.08,79,430,10,CD9
COR10SKF,10A1000C,2404450,127,61,31,0.000016525107911411362,30,0.08,160,250,15,CB1
COR10SKF2,10A1005C,2404500,17,11,8,0.0000022357335415514486,9,0.08,79,430,10,CD1
COR10SKF3,10A1010C,2404550,22,15,9,0.000003081865212934379,11,0.09,79,440,10,CD1
COR10SKF4,10A1020C,2404580,18,9,5,0.000002360481496387782,7,0.084,79,430,10,CD1
COR10SKF5,10A1025C,2404600,124,60,25,0.000016891707054454066,29,0.09,80,455,10,CB1
COR10SKF6,10A1030C,2404620,63,39,17,0.000008490853137676352,21,0.09,80,455,10,CC1
COR10SKF7,10A1035C,2404650,21,11,8,0.000002773991430246381,9,0.09,80,455,10,CD1
COR10SKF8,10A1045C,2404700,53,32,19,0.000006941059604055049,20,0.09,80,460,10,CC1
COR10SKF9,10A1050C,2404750,144,67,33,0.00001934427269577675,30,0.075,160,250,15,CB1
COR10SKF10,10A1060C,2404780,88,43,25,0.000012847996886124225,22,0.09,79,475,10,CC1
COR10SKF11,10A1065C,2404800,198,103,42,0.00002704806700976426,33,0.09,79,475,10,CB1
COR10SKF12,10A1075C,2404850,125,59,31,0.000017337880798214106,29,0.09,79,475,10,CC1
COR10SKF13,10A1080C,2404900,78,38,28,0.000011207509156925532,23,0.077,160,250,15,CC1
COR10SKF14,10A1090C,2404950,116,49,27,0.00001647159486114731,27,0.086,160,250,15,CC1
COR10SKF15,10A1100C,2404970,111,50,30,0.00001567098403122276,28,0.092,1,1,1,CB1
COR10SKF16,10A1120C,2405000,78,37,23,0.000011199516948119859,22,0.09,80,500,10,CC1
COR10SKF17,10A1125C,2405050,39,19,12,0.000005427404753728951,16,0.08,160,250,15,CC1
COR10SKF18,10A1140C,2405100,275,132,47,0.00004018795326096514,34,0.1,79,540,10,CB1
COR10SKF19,10A1150C,2405150,177,91,36,0.00002549862096348234,31,0.1,80,520,10,CB1
COR10SKF20,10A1170C,2405200,334,145,42,0.00004809259525711254,36,0.092,80,515,10,CB1
COR10SKF21,10A1175C,2405250,539,220,52,0.00007263110870189628,36,0.1,80,520,10,BB1
COR10SKF22,10A1185C,2405300,151,81,32,0.000021974751854860444,27,0.096,80,540,10,CB1
COR10SKF23,10A1190C,2405350,43,26,19,0.000006387512272427531,17,0.09,160,250,15,CC1
COR10SKF24,10A1200C,2405370,131,65,31,0.000019511414106017072,35,0.1,80,520,10,CB1
COR10SKF25,10A1225C,2405400,55,31,15,0.000008118694197203611,20,0.087,160,250,15,CC1
COR10SKF26,10A1237C,2405450,16,8,7,0.000002498781457459818,8,0.088,160,250,15,CD1
COR10SKF27,10A1250C,2405480,72,26,18,0.000010951410987804703,18,0.1,80,550,10,CC1
COR10SKF28,10A1270C,2405500,16,9,7,0.000002507121153604865,9,0.09,150,300,17,CD1
COR10SKF29,10A1275C,2405550,23,15,9,0.0000033341410213220627,9,0.091,150,300,17,CC1
COR10SKF30,10A1280C,2405600,11,5,5,0.0000017318768994548368,5,0.091,150,300,17,CD2
COR10SKF31,10A1310C,2405630,63,23,12,0.000010236282043366892,16,0.11,80,560,10,CC1
COR10SKF33,10A1335C,2405700,44,26,10,0.0000067669684470271865,19,0.095,150,300,17,CC1
COR10SKF34,10A1350C,2405750,72,25,17,0.000011810052203405204,19,0.096,150,300,17,CC1
COR10SKF35,10A1365C,2405800,37,17,10,0.000005886435529045935,14,0.11,150,300,17,CC1
COR10SKF36,10A1425C,2405850,58,33,20,0.000009849876121979693,23,0.101,150,300,17,CC1
COR10SKF37,10A1475C,2405900,89,42,26,0.000015204308534439483,23,0.115,80,630,10,CC1
COR10SKF38,10A1550C,2405950,102,41,22,0.00001751718426533262,21,0.13,80,700,10,CC1
COR10SKF39,10A1615C,2406000,186,59,20,0.00003381156058339768,27,0.13,80,730,10,CB1
COR110SKF,110SP210H,2406050,1,1,1,0.0000012179431245162928,1,0.104,190,237,38,OO9
COR111SKF2,111SP170,2406150,2199,651,133,0.00043850852054071735,36,0.15,190,237,38,AB1
COR111SKF,111SP170H,2406150,673,368,129,0.0002087280000422816,36,0.15,190,237,38,BB1
COR111SKF3,111SP190,2406200,-1,5,4,9.034670823801247E-9,4,0.095,190,233,38,CD9
COR111SKF6,111SP254H,2406300,3,7,5,0.0000037052574997766704,5,0.127,190,237,38,CD2
COR112SKF,112SP+280H,2406350,2,2,2,0.0000015991367358128327,2,0.125,190,233,38,CD2
COR112SKF3,112SP+300H,2406400,3,3,3,0.0000040645594086924614,3,0.134,190,237,38,CD2
COR112SKF2,112SP290H,2406450,10,9,8,0.00001491902142881099,8,0.146,190,233,38,CD1
COR113SKF,113SP170H,2406500,0,2,1,2.4324113756388136E-8,1,0.086,190,233,38,CD9
COR113SKF2,113SP240H,2406550,4,4,4,0.0000028514811069274456,4,0.122,190,233,38,CD2
COR114SKF,114SP+170H,2406600,73,51,28,0.000026839227118798698,26,0.014,190,233,38,CB1
COR115SKF,115SX190,2406700,7,7,6,0.000002017164005083332,7,0.093,190,233,38,CD1
COR116SKF,116S190,2406750,199,126,45,0.00004184894274318709,34,0.14,190,237,38,CB1
COR116SKF3,116SHDN200H,2406800,49,25,10,0.00002755505103791526,18,0.16,190,237,38,CC1
COR116SKF4,116SHDN220H,2406850,261,198,62,0.00013140581225879638,36,0.175,190,235,38,BB1
COR116SKF2,116SP190,2406900,80,50,28,0.000021931663424777693,25,0.16,190,237,38,CC1
COR117SKF5,117SHP+290H,2407100,1,1,1,0.00000111265446068507,1,0.112,190,237,38,OO9
